,Month,Overview,Titles,Year
616,01,"From best-selling author Freddy Silva comes a voyage of discovery into ancient temples, cathedrals and crop circles, and their effect on human evolution. Shot with outstanding cinematography throughout Britain, Silva demonstrates how our ancestors hard-wired a spiritual technology into places like Stonehenge to access the invisible Universe.",Stairways To Heaven: The Practical Magic of Sacred Space,2005
617,01,"This is a shortened version of the 1945 Republic serial ""The Purple Monster Strikes,"" which was released to television in 1966.",D-Day on Mars,1966
618,11,A father and his son. Sky and earth. A camera and something very hard to film: faith.,To the Centre of the Earth,2015
619,02,"While meeting a new friend, Gerald is abducted by aliens and whisked to the planet Moo. The king of Moo mistakenly thinks that all Earthlings - like Gerald - speak only in sound effects, and he attempts to converse with Gerald. Hoping to lure Earth tourism to his planet, the king brings the boy back to Earth in the hope of establishing good relations, but Earth diplomats are puzzled by the king's unusual language",Gerald McBoing! Boing! on Planet Moo,1956
620,10,"Weird things are happening in the town of Justice, Arizona: three sheriffs have disappeared, and someone is killing the rancher's livestock in a bizarre, ritualistic fashion. Locals believe the incidents were caused by aliens... But a visiting couple, Charlie and Rhonda, knows better – because they're aliens themselves. When no one else will, Charlie and Rhonda volunteer to be the new sheriffs to get to bottom of the crimes. Hiding behind the power of the badge, the two make their own rules, punishing wrong-doers with their own form of ""eye-for-an-eye"" alien vengeance. Follow this twisted, outer space ""Bonnie and Clyde"" as they attempt to bring Justice the justice it deserves.",Alien Avengers II,1997
621,04,"Aliens battle terrorist in a sorority house filled with mutants, monsters and secret agents. Who will survive this action packed inter-dimensional adventure?",The Toxic Retards,2015
622,08,"March 8, 1980, 05h20min AM: 10,000 people remain in silence looking at the sky waiting for a flying saucer coming from Jupiter. Edílcio Barbosa, the messenger of Jupiter, had announced the extraterrestrial mission a few months before and, mysteriously, the fact gained international proportions. A story that looks more like science fiction movie really happened in the municipality of Casimiro de Abreu, Rio de Janeiro. The media widely covered the event recording the visible presence of the army, the whole structure built by the city and the arrival of thousands of people from several cities in Brazil-and even exterior- that have transformed the place into a brazilian ufological Woodstock .",Efeito Casimiro,2013
623,06,,Terra,2015
624,08,"In a not-too-distant future only a few homo sapiens are left. Struggling for survival they are forced to live from hunting the last remaining animals in the peripheral ruins of an advanced human civilization. But they are unaware of being stalked themselves by a mysterious scanner. A science-fiction story about hunting and being hunted, about extinction and survival, about dogs – and men.",Dog Men,2015
625,09,"Dick and Suzy become infected with an unknown virus. They soon discover that they have a new found taste for blood. The problem is, they only seem to be able to suck blood out of their victims crotches.",Fangboner,2015
626,03,Two eccentric aliens from outer space manipulate one man's brain so he can make telepathic love to any woman they like.,Sex and the Single Alien,2015
627,08,A small group of idiots wage war on vampiric alien prostitutes.,Vampire Whores from Outer Space,2005
628,01,"A young woman moves into a home and is immediately seduced by her neighbor, a lesbian vampire who is also an alien. Much faux-lesbian action commences.",Caress of the Vampire,1996
629,01,An alien visits earth and records its experiences.,Swiss Made,1968
630,04,"A 107-minute long message that will be sent by a rocket to aliens who were detected from outside our solar system. The film is about the making of this message, and it follows the building of the space capsule from the signals received until the launch of the rocket. The valuable and illuminating interviews made with 42 role models tries to answer the big quesions of the human existence with unique humour. The message of the film is actually intended for everybody who is searching for their path, a handhold, motivation, to live their daily life to the fullest.",Project 42: The universal message,2015
631,05,"he Jyusenki-tai/Cyber Beat Force are on their way to the Zorbados Empire's homeworld so that they can finish the war that they had fought on Earth. Awaiting them are Death Gaia, the last surviving general, and Muge Zorbados, the emperor himself. Before they arrive, though, the group looks back at all of the people who sacrificed their lives so that they could make it to this point.",Dancougar: Requiem for Victims,1986
632,06,"A two-part feature directed separately by Shimizu and his colleague Keisuke Toyoshima. Unrelated to each other, both have a common goal: to bring ghosts and aliens together in pure, referential and absurdistic delirium, including neo-Nazi specters, zombie yakuzas, and nasty aliens.",Ghost vs. Alien 03,2007
633,04,"Horror, gag, and entertainment by Keisuke Toyoshima of ""Heller master Shimizu Takashi ×"" Kaidan New Ear Bag Nobuhiro ""!"" Hellstone catching out hell ""and"" Alien of the table ""are included.",Ghosts vs. Aliens 02,2003
634,04,,No Meio de Nós,2017
635,07,The bravest adventurer at The League of Interplanetary Process Servers attempts to deliver 30 subpoenas throughout the universe in only ten minutes.,L.I.P.S.,2016
636,01,"Prompted by their leader, two beautiful women from a distant planet head to Earth where they search for a Kama Sutra type book.",Venus Descending,1997
637,05,,Círculos,2016
638,08,"Park Ranger Don Morgan is torn from his routine life, when he stumbles upon a UFO visitation in the arid, deserted Park Area where he resides. An inexplicable, bizarre power outage knocks out all electronics and communications, stranding a carload of hikers in the park, and downing a small plane. Searching for hydration in the blistering heat, Don must lead the survivors across an apparently abandoned Military Testing area called ""ZONE-X"".",Aliens: Zone-X,2015
