,Month,Overview,Titles,Year
617,01,"Twenty years ago, a virus killed off all of the males on Planet Pussycat. Faced with inevitable extinction, Queen Betty of Pussycat hatched a plan to save her loyal subjects - the remaining population, known as Bettys. After receiving Earth's television signals, four chosen Bettys traveled to Earth in search of men for procreation or dismemberment.",Psycho Bettys from Planet Pussycat,2011
618,07,"A year after the prequel's events, Jun is now producing a sequel to her original show and has the daughter of Magical TV's president as her female lead. However, Tsubame is unable to keep herself from helping those she feels are in need, and she is accidentally sent to the Edo period where she tries to befriend a ronin shinobi. Hosomatsu and Kankichi are trying to find out who is killing all of daimyo, but Kaguya is traveling with Tojiro, so they are down one member as Inazuma.",Super Ninja Squad Inazuma!! SPARK,2007
619,,,Sprisahanie šedej rasy,
620,12,"An agent who was sent riding on Halley's comet to the earth. He was actually given an order to destroy the earth. Captivated by planet's beauty, however, he is no longer able to destroy the planet. Seventy-six years later, another agent from Halley's comet is sent to the earth to liquidate this traitor, who is now disguised as a girl named Lamina in Vietnam.",Love Position: The Legend of Halley,1985
621,,This documentary examines four 'alien sightings' from the last five years; were they visitors from other worlds?,Alien Investigations,
622,11,A father and his son. Sky and earth. A camera and something very hard to film: faith.,To the Centre of the Earth,2015
623,01,A heart-broken alien dreamer from the moon transitions into adult life in Los Angeles like any other 20-something.,Myrna the Monster,2015
624,06,"Eighteen very different stories are told in this horror anthology film, as we get to see time travel, robots, aliens, murder, killer dolls and even the apocalypse.",Tales Of Mild Interest,2015
625,07,"The Watchers series has reached new, extraordinary heights, presenting one thrilling segment after another. LA Marzulli and Richard Shaw's ongoing adventures continue with the story of black-eyed children who appear at hotels and car windows, even on boats at sea! They appear with a singular purpose—they want to be invited in! Demons? Alien hybrids? Urban legends? Speaking of legends, our host interviews the leading expert on The Spear of Destiny, the weapon that pierced the side of Christ and supposedly gives its owner the power to rule the world. What significance does the word OBAMA have in the Bible codes, referencing the Gog and Magog war? And what secrets does the North Pole hold? Were Admiral Byrd and Adolf Hitler's suspicions right? Is the Hollow Earth theory credible? There's even more—the latest news from Israel—an interview with David Brennan, author of the Israel Omen—Russian UFOs and new, laboratory revelations from alien implant physician, Dr. Leir.",Watchers 5: Let Me In,2012
626,03,Marzulli and his team travel to Peru to investigate giants and elongated skulls. Other subjects are also explored.,Watchers 6: The Secret Cosmic War,2013
627,12,A goofy crew of extraterrestrial wall-walkers journey to Earth in a quest to learn the meaning of Christmas.,Deck the Halls with Wacky Walls,1983
628,05,"Adventure - Young Danny Johnson (Elliott Mihm) must use his smarts and adventurous spirit to stop devious, pint-sized aliens and their unstoppable robot from brainwashing the children of Earth as a precursor to worldwide domination in writer/director Christopher R. Mihm's retro-styled, sci-fi take on classic family films! -  Elliott Mihm, Gabrielle Bilotta, Michael Cook",Danny Johnson Saves the World,2015
629,04,"Aliens battle terrorist in a sorority house filled with mutants, monsters and secret agents. Who will survive this action packed inter-dimensional adventure?",The Toxic Retards,2015
630,09,"Four psychic teenagers—Mia Alice, Roll Kran, Lamba Nom and Pai Thunder—are brainwashed by the scientist Dr. Tarsan as pilots of his greatest experiment—the giant robot Dangaioh. But as their memories slowly return, these pilots use their abilities and Dangaioh to combat the tyranny of Captain Galimos and the Bunker Space Pirates.",Great Planet Evil-Destroyer Dangaio,1987
631,04,"A 107-minute long message that will be sent by a rocket to aliens who were detected from outside our solar system. The film is about the making of this message, and it follows the building of the space capsule from the signals received until the launch of the rocket. The valuable and illuminating interviews made with 42 role models tries to answer the big quesions of the human existence with unique humour. The message of the film is actually intended for everybody who is searching for their path, a handhold, motivation, to live their daily life to the fullest.",Project 42: The universal message,2015
632,05,"he Jyusenki-tai/Cyber Beat Force are on their way to the Zorbados Empire's homeworld so that they can finish the war that they had fought on Earth. Awaiting them are Death Gaia, the last surviving general, and Muge Zorbados, the emperor himself. Before they arrive, though, the group looks back at all of the people who sacrificed their lives so that they could make it to this point.",Dancougar: Requiem for Victims,1986
633,,"Scientists investigate the possibility that alien life-forms influenced human evolution, citing the existence of strange monuments around the world to support their theory.",Ancient Astronauts,
634,01,Invading aliens are taking over the brains of folks in a small town. The head leech is a wad of black tinfoil with a couple of white thumbtacks for eyes. Others are spidery-like rubber things pulled along by strings.,The Brain Leeches,1978
635,02,,Burp,2012
636,06,Aliens are turning people into mutants. Opening scene features claymation.,Mutant Massacre 2,1991
637,06,,Terra,2015
638,08,"In a not-too-distant future only a few homo sapiens are left. Struggling for survival they are forced to live from hunting the last remaining animals in the peripheral ruins of an advanced human civilization. But they are unaware of being stalked themselves by a mysterious scanner. A science-fiction story about hunting and being hunted, about extinction and survival, about dogs – and men.",Dog Men,2015
